SI No,District code,District name,Mandal code,Mandal Name,Village Name,School Id,School Name,Area,School Category,School Managments,School Type,Lower Class,Higer Class,Medium1,Medium2,Medium3,Medium4
1144,2822,ANANTAPUR,282217,KANEKAL,RACHUMARRI,28221701201,MPPS ADIGANIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1145,2822,ANANTAPUR,282217,KANEKAL,RACHUMARRI,28221701202,MPPS RACHUMARRI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1146,2822,ANANTAPUR,282217,KANEKAL,HANAKANAHAL,28221701701,MPPS HANAKANAHAL,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1147,2822,ANANTAPUR,282217,KANEKAL,HANAKANAHAL,28221701702,ZPHS HANAKANAHAL,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
1148,2822,ANANTAPUR,282218,RAYADURG,AVULADATLA,28221801201,MPPS A THANDA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1149,2822,ANANTAPUR,282218,RAYADURG,AVULADATLA,28221801202,MPPS AVULADATLA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1150,2822,ANANTAPUR,282218,RAYADURG,AVULADATLA,28221801203,ZPHS AVULADATLA,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
1151,2822,ANANTAPUR,282219,GUMMAGATA,GALAGALA,28221900102,MPPS JALIVANKA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1152,2822,ANANTAPUR,282219,GUMMAGATA,GALAGALA,28221900103,MPPS PAI DODDI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1153,2822,ANANTAPUR,282219,GUMMAGATA,GALAGALA,28221900104,MPUPS GALAGALA,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
1154,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890901,3RD 4TH WARD DPEP SCHOOL RDG,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
1155,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890902,DR. R K MPL PRI SCHOOL,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
1156,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890903,SPS MPL PRIMARY SCHOOL,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
1157,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890904,SRI VENKATESWARA MPL PS,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
1158,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890905,S C BOSE MPL PRI SCHOOL,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
1159,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890906,SRI GANDI MPL PRI SCHOOL,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
1160,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890907,SRI K.N.S MPL PRI SCHOOL,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
1161,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890909,SRI A.K.P.P.MPL.ELE.SCHOOL,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
1162,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890910,SRG MPL URDU PRI SCHOOL,Urban,Primary,MUNCIPAL,Co-education,1,5,Urdu,English,None,None
1163,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890911,A A I MPL URDU UPPRI SCHOOLPER,Urban,Primary with Upper Primary,MUNCIPAL,Co-education,1,7,Urdu,English,None,None
1164,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890912,AZAD MPL.URDU.SCHOOL,Urban,Primary,MUNCIPAL,Co-education,1,5,Urdu,English,None,None
1165,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890913,DR.ZAKIR HUSSAIN MPL URDU,Urban,Primary,MUNCIPAL,Co-education,1,5,Urdu,English,None,None
1166,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890914,7TH WARD DPEP SCHOOL,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
1167,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890915,1ST WARD DPEP SCHOOL,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
1168,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890916,MUTRAS DPEP SCHOOL,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
1169,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890917,HIMMAT NAGAR URDU DPEP SCHOOL,Urban,Primary,MUNCIPAL,Co-education,1,5,Urdu,English,None,None
1170,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890918,SHANTHI NAGAR URDU MPL PS,Urban,Primary,MUNCIPAL,Co-education,1,5,Urdu,English,None,None
1171,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890919,SRI BHAGATH SING NAGAR MPL PS,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
1172,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890920,R D BASTI MPL PRI SCHOOL,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
1173,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890921,C B N MPL DPEP SCHOOL,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
1174,2822,ANANTAPUR,282218,RAYADURG,RAYADURG,28221890922,15 WARD DPEP SCHOOL,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
1175,2822,ANANTAPUR,282209,TADPATRI,TADIPATRI(R),28220902003,MPPS GANNEVARIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1176,2822,ANANTAPUR,282209,TADPATRI,TADIPATRI(R),28220902006,MPUPS CHUKKALURU CROSS,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
1177,2822,ANANTAPUR,282209,TADPATRI,TADIPATRI(R),28220902007,GOOD SHEPHEERD SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
1178,2822,ANANTAPUR,282209,TADPATRI,TADIPATRI(R),28220902021,LITTLE ROSES UP SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,8,English,None,None,None
1179,2822,ANANTAPUR,282209,TADPATRI,TADIPATRI(R),28220902023,GOOD SHEPHERED EM HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1180,2822,ANANTAPUR,282209,TADPATRI,TADIPATRI(R),28220902009,SRI SATHAVAHANA ELM SCHOO,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
1181,2822,ANANTAPUR,282209,TADPATRI,TADIPATRI(R),28220902011,MPPS RAMESH REDDY COLONY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1182,2822,ANANTAPUR,282209,TADPATRI,TADIPATRI(R),28220902013,VISWESWARAIAH EMS,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1183,2822,ANANTAPUR,282209,TADPATRI,TADIPATRI(R),28220902014,RANGA ENGLISH MEDIUM SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
1184,2822,ANANTAPUR,282209,TADPATRI,TADIPATRI(R),28220902016,SRI VANI EM TM HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1185,2822,ANANTAPUR,282209,TADPATRI,TADIPATRI(R),28220902019,SAI SRI EM PRIMARY SCHOOL,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
1186,2822,ANANTAPUR,282209,TADPATRI,TADIPATRI(R),28220902020,SAI SRI EM HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1187,2822,ANANTAPUR,282210,PEDDAPAPPUR,ATHIRALLADINNE,28221000601,MPPS ATHIRALLADINNE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1188,2822,ANANTAPUR,282211,SINGANAMALA,ULLIKALLU,28221100602,MPPS ULLIKALLU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1189,2822,ANANTAPUR,282211,SINGANAMALA,MATLAGONDI,28221101501,MPPS PEDDMATLAGONDI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1190,2822,ANANTAPUR,282211,SINGANAMALA,MATLAGONDI,28221101502,MPPS C. MATLAGONDI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1191,2822,ANANTAPUR,282211,SINGANAMALA,MATLAGONDI,28221101503,S R V N SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
1192,2822,ANANTAPUR,282212,PAMIDI,ANUMPALLE,28221200101,MPPS ANUMPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1193,2822,ANANTAPUR,282212,PAMIDI,ANUMPALLE,28221200102,MPPS DIBBASANIAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1194,2822,ANANTAPUR,282212,PAMIDI,ANUMPALLE,28221200103,MPUPS KATTAKINDAPALLI,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
1195,2822,ANANTAPUR,282212,PAMIDI,GAJARAMPALLE,28221200701,MPPS GAJARAMPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1196,2822,ANANTAPUR,282210,PEDDAPAPPUR,PEDDAPAPPUR,28221001303,MPPS RAMAKOTI COLONY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1197,2822,ANANTAPUR,282210,PEDDAPAPPUR,PEDDAPAPPUR,28221001304,ZPHS PEDDAPAPPUR,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
1198,2822,ANANTAPUR,282210,PEDDAPAPPUR,PEDDAPAPPUR,28221001310,KESAVA REDDY E.M. SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
1199,2822,ANANTAPUR,282211,SINGANAMALA,ANANDARAOPETA,28221100401,MPUPS ANANDARAOPETA,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
1200,2822,ANANTAPUR,282211,SINGANAMALA,RACHEPALLE,28221100501,MPPS RACHEPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1201,2822,ANANTAPUR,282211,SINGANAMALA,RACHEPALLE,28221100502,MPPS IRUVENDALA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1202,2822,ANANTAPUR,282211,SINGANAMALA,RACHEPALLE,28221100503,MPPS ALANKARAYUNIPETA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1203,2822,ANANTAPUR,282211,SINGANAMALA,RACHEPALLE,28221100504,MPPS SC COLONYRACHEPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1204,2822,ANANTAPUR,282212,PAMIDI,APPAJIPETA,28221201601,MPPS APPAJI PETA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1205,2822,ANANTAPUR,282213,GARLADINNE,KOPPALAKONDA,28221300201,MPPS KOPPALALKONDA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1206,2822,ANANTAPUR,282213,GARLADINNE,KOPPALAKONDA,28221300202,ZPHS KOPPALALKONDA,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
1207,2822,ANANTAPUR,282213,GARLADINNE,KESAVAPURAM,28221300301,C.S.I.AIDED ELE.SCHOOL P,Rural,Primary,Pvt.Aided,Co-education,1,5,Telugu,None,None,None
1208,2822,ANANTAPUR,282213,GARLADINNE,KESAVAPURAM,28221300302,MPPS KAMALAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1209,2822,ANANTAPUR,282213,GARLADINNE,KESAVAPURAM,28221300303,MPPS KESAVAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1210,2822,ANANTAPUR,282213,GARLADINNE,MUNTIMADUGU,28221300402,MPPS M KOTHURU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1211,2822,ANANTAPUR,282213,GARLADINNE,MUNTIMADUGU,28221300404,C.S.I.AIDED ELE.SCHOOL,Rural,Primary,Pvt.Aided,Co-education,1,5,Telugu,None,None,None
1212,2822,ANANTAPUR,282213,GARLADINNE,KANAMPALLI,28221300801,MPUPS KANAMPALLI,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
1213,2822,ANANTAPUR,282213,GARLADINNE,BUDEDU,28221301501,MPPS BUDEDU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1214,2822,ANANTAPUR,282214,KUDAIR,KARUTLAPALLY,28221401401,MPPS KARUTLAPALLY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1215,2822,ANANTAPUR,282214,KUDAIR,KARUTLAPALLY,28221401402,ZPHS KARUTLA PALLY,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
1216,2822,ANANTAPUR,282215,URAVAKONDA,RACHARLA,28221501502,MPPS RACHARLA THANDA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1217,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902844,SRI SHATAVAHANA EM HS,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1218,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902845,NARAYANA E TECHNO HS,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1219,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902846,SRI CHAITANYA TECH HS,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1220,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902847,GOTHAMI HS,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,Telugu,None,None,None
1221,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902848,MOURYA EM HS,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1222,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902849,SURYA EM/TM HS,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,Telugu,English,None,None
1223,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902850,SRI CHAINTANYA TECH PS,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
1224,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902851,NARAYANA E TECH PS,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
1225,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902855,NARAYANA CONCEPT,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
1226,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902856,SRI SAI TEJA HIGH SCHOOL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1227,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902864,SREE CHITANYA HS,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1228,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902865,PRASAD CONCEPT E/M P/S,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
1229,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902867,TARGET E/M HIGH SCHOOL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1230,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902868,RAVINDRA BHARATHI E/M HIGH SCHOOL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1231,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902870,VIKAS E/M HIGH SCHOOL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1232,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902871,SREE RAMA VIDYA MANDIR E/M P/S,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
1233,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902872,VISWESWARAIAH E/M PRIMARY SCHOOL,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
1234,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902873,PRASAD ENGLISH MEDIUM SCHOOL`,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
1235,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902876,GOWTHAM MODERN SCHOOL,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
1236,2822,ANANTAPUR,282209,TADPATRI,TADPATRI (M),28220902878,SRI SARVEPALLI RADHA KRISHNAN EM SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
1237,2822,ANANTAPUR,282212,PAMIDI,RAMAGIRI,28221201301,MPPS RAMAGIRIEGUVA TANDA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1238,2822,ANANTAPUR,282212,PAMIDI,RAMAGIRI,28221201302,MPPS RAMAGIRIDIGUVA TANDA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1239,2822,ANANTAPUR,282212,PAMIDI,RAMAGIRI,28221201303,MPUPS RAMAGIRI,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
1240,2822,ANANTAPUR,282212,PAMIDI,PALYAM,28221201401,MPUPS PALYAM,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
1241,2822,ANANTAPUR,282212,PAMIDI,PALYAM,28221201402,MPPS PALYAM THANDA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1242,2822,ANANTAPUR,282212,PAMIDI,SORAKAYALAPETA,28221201801,MPPS SORAKAYALAPETA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1243,2822,ANANTAPUR,282212,PAMIDI,VANKARAJUKALVA,28221201901,MPPS VANKARAJUKALVA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1244,2822,ANANTAPUR,282214,KUDAIR,IPPERU,28221400501,MPPS ANANTHARA GANGA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1245,2822,ANANTAPUR,282214,KUDAIR,IPPERU,28221400503,MPPS NAGIREDDY PALLY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1246,2822,ANANTAPUR,282214,KUDAIR,IPPERU,28221400504,MPUPS IPPERU,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
1247,2822,ANANTAPUR,282214,KUDAIR,IPPERU,28221400505,MPUPS MARUTLA,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
1248,2822,ANANTAPUR,282214,KUDAIR,IPPERU,28221400506,MPUPS MUDDALAPURAM,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
1249,2822,ANANTAPUR,282216,BELUGUPPA,BUDIGUMMA,28221600501,MPPS GOLLADODDI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1250,2822,ANANTAPUR,282216,BELUGUPPA,BUDIGUMMA,28221600502,MPPS RAMASAGARAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1251,2822,ANANTAPUR,282216,BELUGUPPA,BUDIGUMMA,28221600503,ZPHS RAMASAGARAM,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
1252,2822,ANANTAPUR,282217,KANEKAL,YERRAGUNTA,28221700201,MPPS YERRAGUNTA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1253,2822,ANANTAPUR,282217,KANEKAL,YERRAGUNTA,28221700202,MPPS KENGUNTA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1254,2822,ANANTAPUR,282217,KANEKAL,YERRAGUNTA,28221700203,ZPHS YERRAGUNTA,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
1255,2822,ANANTAPUR,282217,KANEKAL,YERRAGUNTA,28221700204,ABHAYA VIGNAN UP SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
1256,2822,ANANTAPUR,282217,KANEKAL,YERRAGUNTA,28221700205,SRI VINAYAKA UP SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,Telugu,None,None
1257,2822,ANANTAPUR,282217,KANEKAL,YERRAGUNTA,28221700206,SRIVIDYANIKETAN YRGT,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
1258,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701013,MPPS(URDU) SCHOOL KANEKAL,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Urdu,None,None,None
1259,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701014,MPUPS K.KOTHAPALLI,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
1260,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701016,SRI SAI V.N EM UP SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
1261,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701017,LITTLE ANGELS EM SCHOOL,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
1262,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701018,ZPHS(B) RAMNAGAR,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
1263,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701021,NATIONAL ENG. MED.HIGH SC,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1264,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701023,VIDYANIKETAN PRIMARY SCHO,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,Telugu,None,None
1265,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701024,MPUPS GANGALAPURAM,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
1266,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701025,MPPS HGKANEKAL,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1267,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701026,MPPS H.L.C. COLONY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1268,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701027,ATHAULLA PS,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
1269,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701028,VIDYANIKETAN HS,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,Telugu,None,None
1270,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701030,GOUSIA NIZAMIA EM SCHOOL,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
1271,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701031,GOUSIA NIZAMIA EMH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1272,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701034,ATHAULLA EMHS,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1273,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701037,ZPHS(URDU) KANEKAL,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Urdu,None,None,None
1274,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701039,LITTLE ANGELES ENG HS,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
1275,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701040,APMS KANEKAL,Rural,Up. Pr. Secondary and Higher Sec,AP MODEL SCHOOLS,Co-education,6,10,English,None,None,None
1276,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701041,MADARASA FAIZUL ULOOM TALEEM UL QUARAN,Rural,Primary,Pvt.Unaided,Co-education,1,5,Urdu,English,None,None
1277,2822,ANANTAPUR,282217,KANEKAL,KANEKAL,28221701045,PRIMARY SCHOOL FOR INCLUSIVE EDUCATION RDT,Rural,Primary,Pvt.Unaided (Orthopaedically Handicapped),Co-education,1,5,Telugu,None,None,None
1278,2822,ANANTAPUR,282217,KANEKAL,HULIKERA,28221701101,MPPS HULIKERA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1279,2822,ANANTAPUR,282219,GUMMAGATA,VEERAPURAM,28221900301,MPPS VEERAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1280,2822,ANANTAPUR,282219,GUMMAGATA,VEERAPURAM,28221900302,MPPS BOYALADODDI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
1281,2822,ANANTAPUR,282219,GUMMAGATA,VEERAPURAM,28221900303,MPUPS VEERAPURAM,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
1282,2822,ANANTAPUR,282221,SETTUR,AYYAGARLAPALLE,28222100601,MPPS AYYAGARLAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,English,None,None
1283,2822,ANANTAPUR,282222,KUNDURPI,NIJAVALLI,28222200901,MPPS N.VENKATAMPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
