SI No,District code,District name,Mandal code,Mandal Name,Village Name,School Id,School Name,Area,School Category,School Managments,School Type,Lower Class,Higer Class,Medium1,Medium2,Medium3,Medium4
2672,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,KONDAKAMARLA,28224600103,MPUPS(U) KONDAKAMARLA,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,6,Urdu,None,None,None
2673,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,KONDAKAMARLA,28224600104,MPPS GANGIREDDY PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2674,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,KONDAKAMARLA,28224600105,MPPS NAYANAKOTATHANDA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2675,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,KONDAKAMARLA,28224600106,MPPS S G P THANDA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2676,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,KONDAKAMARLA,28224600107,MPPS SESHAIAHGARI PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2677,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,KONDAKAMARLA,28224600108,MPPS BODIGUNDLAPALLM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2678,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,KONDAKAMARLA,28224600109,MPPS EDDULAVARIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2679,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,KONDAKAMARLA,28224600110,MPPS GB PALLI THANDA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2680,2822,ANANTAPUR,282230,TADIMARRI,PEDDAKOTLA,28223000603,MPUPS PEDDAKOTLA,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
2681,2822,ANANTAPUR,282230,TADIMARRI,PEDDAKOTLA,28223000604,MPUPS CHILLAKONDAPALLY,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
2682,2822,ANANTAPUR,282231,BATHALAPALLE,EDULA MUSTUR,28223100101,MPPS S.EDULAMUSTUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2683,2822,ANANTAPUR,282231,BATHALAPALLE,EDULA MUSTUR,28223100103,MPPS YERRAYAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2684,2822,ANANTAPUR,282231,BATHALAPALLE,EDULA MUSTUR,28223100105,MPPS BC COL MUSTUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2685,2822,ANANTAPUR,282231,BATHALAPALLE,EDULA MUSTUR,28223100106,MPUPS SANJEEVAPURAM,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
2686,2822,ANANTAPUR,282231,BATHALAPALLE,EDULA MUSTUR,28223100107,MPPS LINGAREDDYPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2687,2822,ANANTAPUR,282231,BATHALAPALLE,CHENNARAYAPATNAM,28223100601,MPPS CHENNARAYAPATNAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2688,2822,ANANTAPUR,282234,KAMBADUR,NUTHIMADUGU,28223400401,MPPS NUTHIMADUGU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2689,2822,ANANTAPUR,282234,KAMBADUR,NUTHIMADUGU,28223400402,MPPS THIPPEPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2690,2822,ANANTAPUR,282234,KAMBADUR,NUTHIMADUGU,28223400403,MPPS C.V.THANDA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2691,2822,ANANTAPUR,282234,KAMBADUR,NUTHIMADUGU,28223400404,ZPHS NUTHIMADUGU,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
2692,2822,ANANTAPUR,282234,KAMBADUR,NUTHIMADUGU,28223400407,SRI SHIRIDI SAI VIDYA NIKETAN,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,8,English,None,None,None
2693,2822,ANANTAPUR,282234,KAMBADUR,NUTHIMADUGU,28223400408,LITTLE HEARTS EM SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2694,2822,ANANTAPUR,282234,KAMBADUR,KAMBADUR,28223400901,MPPS SC COL KAMBADUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2695,2822,ANANTAPUR,282234,KAMBADUR,KAMBADUR,28223400903,MPPS M.KURLAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2696,2822,ANANTAPUR,282234,KAMBADUR,KAMBADUR,28223400904,MPPS M MANDA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2697,2822,ANANTAPUR,282234,KAMBADUR,KAMBADUR,28223400905,MPPS JALLIPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2698,2822,ANANTAPUR,282234,KAMBADUR,KAMBADUR,28223400907,MPPS KOTAGUDEM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2699,2822,ANANTAPUR,282234,KAMBADUR,KAMBADUR,28223400908,MPPS V ONTIREDDIPALLIM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2700,2822,ANANTAPUR,282234,KAMBADUR,KAMBADUR,28223400909,MPPS ANDEPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2701,2822,ANANTAPUR,282240,NAMBULAPULIKUNTA,EDURUDONA,28224001004,MPPS DASARIVANDLA PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2702,2822,ANANTAPUR,282240,NAMBULAPULIKUNTA,EDURUDONA,28224001005,MPPS MOOLAPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2703,2822,ANANTAPUR,282240,NAMBULAPULIKUNTA,EDURUDONA,28224001006,MPPS SIDDAVANDLA PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2704,2822,ANANTAPUR,282240,NAMBULAPULIKUNTA,EDURUDONA,28224001007,MPPS EDURUDONA (VILL),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2705,2822,ANANTAPUR,282241,TANAKAL,GURRAMBAILU,28224101801,MPPS GURRAM BAILU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2706,2822,ANANTAPUR,282241,TANAKAL,GURRAMBAILU,28224101802,MPPS G. YERRA GUNTA PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2707,2822,ANANTAPUR,282241,TANAKAL,GURRAMBAILU,28224101803,MPPS G.YERRABALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2708,2822,ANANTAPUR,282241,TANAKAL,GURRAMBAILU,28224101804,MPPS BABENAIK THANDA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2709,2822,ANANTAPUR,282241,TANAKAL,CHEEKATIMANIPALLE,28224102002,MPPS PADAMATIVARI PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2710,2822,ANANTAPUR,282241,TANAKAL,CHEEKATIMANIPALLE,28224102003,MPUPS CHEEKATIMANIPALLI,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
2711,2822,ANANTAPUR,282242,NALLACHERUVU,TALAMARLAVANDLAPALLE,28224201001,MPPS PEDDAYALLAM PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2712,2822,ANANTAPUR,282242,NALLACHERUVU,TALAMARLAVANDLAPALLE,28224201002,MPPS SANJEEVULU PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2713,2822,ANANTAPUR,282242,NALLACHERUVU,TALAMARLAVANDLAPALLE,28224201003,MPPS GUROJIVANDLAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2714,2822,ANANTAPUR,282242,NALLACHERUVU,TALAMARLAVANDLAPALLE,28224201007,MPPS RAMANAPPAGARI PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2715,2822,ANANTAPUR,282242,NALLACHERUVU,TALAMARLAVANDLAPALLE,28224201008,MPPS UPPARLAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2716,2822,ANANTAPUR,282242,NALLACHERUVU,TALAMARLAVANDLAPALLE,28224201011,MPPS DEVIREDDIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2717,2822,ANANTAPUR,282242,NALLACHERUVU,TALAMARLAVANDLAPALLE,28224201012,MPUPS T.YGUNTLAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2718,2822,ANANTAPUR,282242,NALLACHERUVU,TALAMARLAVANDLAPALLE,28224201013,APMS DEVIREDDYPALLI,Rural,Up. Pr. Secondary and Higher Sec,AP MODEL SCHOOLS,Co-education,6,12,English,None,None,None
2719,2822,ANANTAPUR,282244,KADIRI,ALAMPUR,28224400601,MPPS ALAMPUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2720,2822,ANANTAPUR,282244,KADIRI,EGUVAPALLE,28224401401,MPPS EGUVAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2721,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,KONDAKAMARLA,28224600111,MPPS CM PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2722,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,VEERAOBANAPALLE,28224600901,MPPS DONNIKOTAVARIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2723,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,VEERAOBANAPALLE,28224600903,MPPS VEERAOBANAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2724,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,VENKATAPURAM,28224601001,MPPS NARAPPAGARIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2725,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,VENKATAPURAM,28224601003,MPUPS NALLAGUTLAPALLI,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
2726,2822,ANANTAPUR,282247,NALLAMADA,VELLAMADDI,28224700101,MPPS KONDA KINDA THANDA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2727,2822,ANANTAPUR,282247,NALLAMADA,VELLAMADDI,28224700102,MPPS KKOTHAPALLI THANDA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2728,2822,ANANTAPUR,282247,NALLAMADA,VELLAMADDI,28224700103,MPPS MEESALAVANDLA PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2729,2822,ANANTAPUR,282247,NALLAMADA,VELLAMADDI,28224700104,MPPS YARRAVANKAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2730,2822,ANANTAPUR,282247,NALLAMADA,VELLAMADDI,28224700105,MPUPS VELLAMADDI,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
2731,2822,ANANTAPUR,282247,NALLAMADA,VELLAMADDI,28224700106,BALAJI PS,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2732,2822,ANANTAPUR,282247,NALLAMADA,VELLAMADDI,28224700107,ZPHS YERRAVANKAPALLI,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
2733,2822,ANANTAPUR,282247,NALLAMADA,DONNIKOTA,28224700901,MPPS DONNIKOTA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2734,2822,ANANTAPUR,282247,NALLAMADA,DONNIKOTA,28224700902,MPPS BOGGALA PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2735,2822,ANANTAPUR,282247,NALLAMADA,DONNIKOTA,28224700904,MPPS SUBBRAYUNIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2736,2822,ANANTAPUR,282247,NALLAMADA,DONNIKOTA,28224700905,MPPS GUDAMEKALAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2737,2822,ANANTAPUR,282247,NALLAMADA,DONNIKOTA,28224700906,MPPS D.RAMAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2738,2822,ANANTAPUR,282247,NALLAMADA,DONNIKOTA,28224700907,ZPHS DONNIKOTA,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
2739,2822,ANANTAPUR,282248,GORANTLA,VADIGEPALLE,28224801702,MPPS V.GOLLAPALLIM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2740,2822,ANANTAPUR,282248,GORANTLA,VADIGEPALLE,28224801703,MPPS BUDDAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2741,2822,ANANTAPUR,282248,GORANTLA,VADIGEPALLE,28224801704,MPPS BOYALAPALLIM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2742,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790279,SRI RAMAKRISHNA E.M.,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2743,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790282,I.J.NIRMALA E.M.SCHO,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2744,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790284,SRI L.N.VIDYA MANDIR,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2745,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790285,SRI VIDYANIKETAN E.M,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2746,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790292,LAYOLA E.M SCHOOL,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2747,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790293,SRI SREENIVASA EM SCHOOL,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2748,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790294,MPL UPS SANTHI NAGAR,Urban,Primary with Upper Primary,MUNCIPAL,Co-education,1,8,Telugu,English,None,None
2749,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790295,MPL HS URDU LONIKOTA,Urban,Upper Pr. and Secondary,MUNCIPAL,Co-education,6,10,Urdu,None,None,None
2750,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790297,YASHODA CONCEPT SCHOOL,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2751,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790298,MPL PS RAJASEKHAR COLONY,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
2752,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790299,MPL PS INDIRAMMA COLONY,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
2753,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790204,MPL PS 21ST WARD (YADAVA STREET),Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
2754,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790205,MPL PS RAJENDRANAGAR,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
2755,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790206,KPN MPL PS BALAMMA LAYOUT,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
2756,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790207,MPL PS GUTTAKINDAPALLI,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
2757,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790208,MPL PS JJRAMNAGAR (HARIJANAWADA),Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
2758,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790209,MPL PS GANDHINAGAR,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
2759,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790210,MPL KOTHAPETA,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
2760,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790211,MPL PS 11TH WARD,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
2761,2822,ANANTAPUR,282237,DHARMAVARAM,DHARMAVARAM (M),28223790212,MPL PS CHINNUR,Urban,Primary,MUNCIPAL,Co-education,1,5,Telugu,English,None,None
2762,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,OBULADEVARACHERUVU,28224601105,MPPS AKUTHOTAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2763,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,OBULADEVARACHERUVU,28224601106,MPPS (HW) OD CHERUVU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2764,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,OBULADEVARACHERUVU,28224601108,TINNU VIDYA SADAN SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2765,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,OBULADEVARACHERUVU,28224601109,ZPHS OD CHERUVU,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
2766,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,OBULADEVARACHERUVU,28224601111,SRI GNANASAI VIDYANIKETHAN,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2767,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,OBULADEVARACHERUVU,28224601112,VIGNAN EM PRIMARY SCHOOL,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2768,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,OBULADEVARACHERUVU,28224601114,MASTAN EM PS ODC,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2769,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,OBULADEVARACHERUVU,28224601115,MASTHAN VIGNAN EM SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2770,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,OBULADEVARACHERUVU,28224601116,VIGNAN EM HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2771,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,OBULADEVARACHERUVU,28224601118,MPPS URDU ODC,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Urdu,None,None,None
2772,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,SUNNAMPALLE,28224601201,MPPS SUNNAMAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2773,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,SUNNAMPALLE,28224601204,MPPS CHOWDEPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2774,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,SUNNAMPALLE,28224601205,MPPS NANDIVARIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2775,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,SUNNAMPALLE,28224601206,MPPS PEDDAGUTLA PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2776,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,SUNNAMPALLE,28224601207,MPUPS MAHAMMADABAD CROSS,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
2777,2822,ANANTAPUR,282246,OBULADEVARACHERUVU,SUNNAMPALLE,28224601208,MPUPS MALAKAVARIPALLI,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
2778,2822,ANANTAPUR,282249,PUTTAPARTHI,SATARLAPALLE,28224900301,MPPS SATARLAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2779,2822,ANANTAPUR,282249,PUTTAPARTHI,AMAGONDAPALEM,28224900401,MPPS AMAGONDAPALYAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2780,2822,ANANTAPUR,282249,PUTTAPARTHI,AMAGONDAPALEM,28224900403,MPPS BONTHALAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2781,2822,ANANTAPUR,282249,PUTTAPARTHI,AMAGONDAPALEM,28224900404,MPPS DIGUVACHERLOPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2782,2822,ANANTAPUR,282225,ANANTAPUR,PAPAMPETA,28222590802,SRI SARASWATHI VIDYANIKET,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,8,English,None,None,None
2783,2822,ANANTAPUR,282225,ANANTAPUR,PAPAMPETA,28222590805,SRI SARASWATHI VIDYANIKETHAN EM HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2784,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591544,RAVINDRA BHARATHI EM PS,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2785,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591545,ST.THOMAS EM HS,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2786,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591550,NARAYANA EM HIGH SCHOOL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2787,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591551,LAKSHMI SYNERGY SCHOOL,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2788,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591552,KRISHNAVENI ENGLISH MEDIUM SCHOOL,Urban,Pr. Up Pr. and Secondary Only,Pvt.Unaided,Co-education,1,10,English,None,None,None
2789,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591553,UDAY EM HIGH SCHOOL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2790,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591554,LAKSHMI SYNERGY HIGH SCHOOL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2791,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591555,LITTLE CITIZENS ENGLISH MEDIUM SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2792,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591558,SARADA EM SCHOOLSARADA NAGARANANTAPURAMU,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2793,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591559,BRIGHT KIDS PRIMARY SCHOOL,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2794,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591560,PRINCE OF PEACE EM SCHOOL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2795,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591561,GOOD SHEPHERED EH HIGH SCHOOL2 ND ROADANANTAPURAMU,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2796,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591562,WONDER KIDS EM SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2797,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591563,SPLNS EM UP SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2798,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591564,KRISHNAVENI EM SCHOOLANANTAPURAMU,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2799,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591566,SRI CHAITHANYA EM SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2800,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591567,SRI CHAITHANYA EM HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2801,2822,ANANTAPUR,282225,ANANTAPUR,ANANTAPUR(M)-4,28222591568,SREE SAI KARUNYA EM SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2802,2822,ANANTAPUR,282234,KAMBADUR,KAMBADUR,28223400910,MPPS KAMBADUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
