SI No,District code,District name,Mandal code,Mandal Name,Village Name,School Id,School Name,Area,School Category,School Managments,School Type,Lower Class,Higer Class,Medium1,Medium2,Medium3,Medium4
4180,2820,KADAPA,282014,CHAPADU,ANANTHAPURAM,28201401705,MPPS N OBAYAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4181,2820,KADAPA,282014,CHAPADU,ANANTHAPURAM,28201401706,MPPS K RAJUVARI PETA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4182,2820,KADAPA,282014,CHAPADU,ANANTHAPURAM,28201401707,MPPS THIMMAYYAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4183,2820,KADAPA,282014,CHAPADU,ANANTHAPURAM,28201401708,MPPS RAJUVARIPETA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4184,2820,KADAPA,282014,CHAPADU,ANANTHAPURAM,28201401709,MPPS AYYAVARI PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4185,2820,KADAPA,282014,CHAPADU,ANANTHAPURAM,28201401710,MPUPS NAKKALADINNE,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
4186,2820,KADAPA,282014,CHAPADU,ANANTHAPURAM,28201401713,ZPHS AYYAVARIPALLY,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
4187,2820,KADAPA,282015,PRODDUTUR,PEDDASETTIPALLE,28201500301,MPPS PEDDASETTYPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4188,2820,KADAPA,282015,PRODDUTUR,PEDDASETTIPALLE,28201500302,MPPS NARASIMHAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4189,2820,KADAPA,282015,PRODDUTUR,PEDDASETTIPALLE,28201500303,MPPS SANKARAPURA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4190,2820,KADAPA,282015,PRODDUTUR,PEDDASETTIPALLE,28201500305,MPUPS KOTHAPETA,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
4191,2820,KADAPA,282015,PRODDUTUR,KAMANUR,28201500801,MPPS RADHANAGAR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4192,2820,KADAPA,282015,PRODDUTUR,KAMANUR,28201500802,MPPS NAKKALADONNE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4193,2820,KADAPA,282015,PRODDUTUR,KAMANUR,28201500803,MPPS NAGAYAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4194,2820,KADAPA,282015,PRODDUTUR,KAMANUR,28201500804,MPUPS CHENNAMARAJUPALLI,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
4195,2820,KADAPA,282015,PRODDUTUR,KAMANUR,28201500805,MPUPS KAMANUR,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
4196,2820,KADAPA,282015,PRODDUTUR,KAMANUR,28201500806,RELIANCE UP SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,8,English,None,None,None
4197,2820,KADAPA,282015,PRODDUTUR,UPPARAPALLE,28201501001,MPPS UPPARAPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4198,2820,KADAPA,282015,PRODDUTUR,UPPARAPALLE,28201501002,MPPS BOJJAVARI PALLI (URDU),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Urdu,None,None,None
4199,2820,KADAPA,282015,PRODDUTUR,UPPARAPALLE,28201501003,MPPS BANKACHINNAYAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4200,2820,KADAPA,282015,PRODDUTUR,UPPARAPALLE,28201501004,MPUPS BOJJVARI PALLI,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
4201,2820,KADAPA,282015,PRODDUTUR,THALLAMAPURAM,28201501101,MPPS THALLAMAPURAM R,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4202,2820,KADAPA,282015,PRODDUTUR,THALLAMAPURAM,28201501102,MPPS TALLAMAPURAM (HW),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4203,2820,KADAPA,282015,PRODDUTUR,THALLAMAPURAM,28201501103,MPPS MULAVARIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4204,2820,KADAPA,282015,PRODDUTUR,THALLAMAPURAM,28201501104,MPPS SANGATIGUDDU PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4205,2820,KADAPA,282015,PRODDUTUR,THALLAMAPURAM,28201501105,ZPHS THALLAMPURAM,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
4206,2820,KADAPA,282017,MUDDANUR,UPPALUR,28201702201,MPPS UPPALUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4207,2820,KADAPA,282017,MUDDANUR,UPPALUR,28201702202,MPPS KANDLO PALLY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4208,2820,KADAPA,282017,MUDDANUR,UPPALUR,28201702203,MPPS KONAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4209,2820,KADAPA,282017,MUDDANUR,UPPALUR,28201702205,MPPS AKUTHOTA PALLY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4210,2820,KADAPA,282017,MUDDANUR,UPPALUR,28201702206,ZPHS UPPALUR,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
4211,2820,KADAPA,282018,SIMHADRIPURAM,THELIKE,28201800601,MPPS TELIKI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4212,2820,KADAPA,282019,LINGALA,PEDDAKUDALA,28201900601,MPPS PEDDAKUDALA SPECIAL,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4213,2820,KADAPA,282019,LINGALA,PEDDAKUDALA,28201900602,MPPS PEDDAKUDALA (R),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4214,2820,KADAPA,282019,LINGALA,PEDDAKUDALA,28201900603,MPPS AKKULUGARIPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4215,2820,KADAPA,282019,LINGALA,PEDDAKUDALA,28201900604,ZPHS PEDDAKUDALA,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
4216,2820,KADAPA,282019,LINGALA,LINGALA,28201900701,MPPS E.LINGALA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4217,2820,KADAPA,282019,LINGALA,LINGALA,28201900702,MPPS DIGUVA LINGALA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4218,2820,KADAPA,282019,LINGALA,LINGALA,28201900703,ZPHS EGUVA LINGALA,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
4219,2820,KADAPA,282020,PULIVENDLA,RACHUMARRIPALLI,28202000501,MPPS RACHUMARRIPALLI,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4220,2820,KADAPA,282020,PULIVENDLA,ATCHAVALLI,28202000601,MPPS ATCHAVELLI (H W ),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4221,2820,KADAPA,282020,PULIVENDLA,ATCHAVALLI,28202000604,MPPS ATCHAVELLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4222,2820,KADAPA,282020,PULIVENDLA,ATCHAVALLI,28202000605,ZPHS ATCHAVELLI,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
4223,2820,KADAPA,282020,PULIVENDLA,BRAHMANAPALLE,28202001101,MPPS BRAHMANAPALLI,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4224,2820,KADAPA,282020,PULIVENDLA,BRAHMANAPALLE,28202001102,ZPHS BRAHMANAPALLI,Urban,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
4225,2820,KADAPA,282021,VEMULA,V.KOTHAPALLE,28202100801,MPPS AMMAIAHGARI PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4226,2820,KADAPA,282021,VEMULA,V.KOTHAPALLE,28202100802,MPPS V KOTHAPALLI HW,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4227,2820,KADAPA,282021,VEMULA,V.KOTHAPALLE,28202100804,MPPS V.KOTHAPALLI ( M),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4228,2820,KADAPA,282021,VEMULA,V.KOTHAPALLE,28202100805,ZPHS V.KOTHAPALLE,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
4229,2820,KADAPA,282022,THONDUR,THIMMAPURAMPETA,28202201701,MPPS THIMMAPURAMPETA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4230,2820,KADAPA,282023,V.N.PALLE,ALIDENA,28202300601,MPPS ALIDENA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4231,2820,KADAPA,282023,V.N.PALLE,ALIDENA,28202300602,MPPS A OBAYA PALLY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4232,2820,KADAPA,282023,V.N.PALLE,ALIDENA,28202300603,MPPS EARLA PALLY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4233,2820,KADAPA,282023,V.N.PALLE,LINGALA,28202300702,MPPS MITTA PALLY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4234,2820,KADAPA,282023,V.N.PALLE,INDUKUR,28202301003,MPPS I KOTHA PALLY (H/W),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4235,2820,KADAPA,282023,V.N.PALLE,INDUKUR,28202301004,MPPS INDUKURU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4236,2820,KADAPA,282023,V.N.PALLE,SOUTHPALAGIRI,28202301401,MPPS OBULA REDDY PALLY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4237,2820,KADAPA,282023,V.N.PALLE,SOUTHPALAGIRI,28202301403,MPPS NELATHIMMAYA PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4238,2820,KADAPA,282024,YERRAGUNTLA,MALEPADU,28202400501,MPPS MALEPADU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4239,2820,KADAPA,282024,YERRAGUNTLA,POTLADURTHI,28202400601,MPPS 2ND WARD POTLADURTHI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4240,2820,KADAPA,282024,YERRAGUNTLA,POTLADURTHI,28202400602,MPPS 3RD WARD POTLADURTHI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4241,2820,KADAPA,282024,YERRAGUNTLA,POTLADURTHI,28202400603,MPPS P.VENKATAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4242,2820,KADAPA,282024,YERRAGUNTLA,POTLADURTHI,28202400605,MPPS ANJANEYAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4243,2820,KADAPA,282024,YERRAGUNTLA,POTLADURTHI,28202400606,ZPHS POTLADURTHI,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
4244,2820,KADAPA,282024,YERRAGUNTLA,POTLADURTHI,28202400607,KESHAVA REDDY EM PRIMARY SCHOOL,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
4245,2820,KADAPA,282024,YERRAGUNTLA,POTLADURTHI,28202400608,KESHAVA REDDY EM HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
4246,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491201,MPPS DONDAPADU YERRAGUNTLA,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4247,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491202,LMCAES YERRAGUNTLA,Urban,Primary,Pvt.Aided,Co-education,1,5,Telugu,None,None,None
4248,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491203,VIJAYAVANI PRIMARY SCHOOL,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
4249,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491204,GOWTHAM PRIMARY SCHOOL YGL,Urban,Primary,Pvt.Unaided,Co-education,1,5,Telugu,English,None,None
4250,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491206,NETHAJI PS YERRAGUNTLA,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
4251,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491207,ST.THOMAS PS KDP ROAD,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
4252,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491208,MPUPS 4TH WARD URDU YERRAGUNTLA,Urban,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Urdu,None,None,None
4253,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491211,MPPS STATION YERRAGUNTLA,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,Urdu,None,None
4254,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491212,SRI VENKATESWARA ORIENTATION PRIMARY SCHOOL,Urban,Primary,Pvt.Unaided,Co-education,1,5,Telugu,None,None,None
4255,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491213,KRISHNA CHAITHANYA PRIMARY SCHOOL,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
4256,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491217,Y.S.R.UPS TH WARD,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
4257,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491218,PRAGATHI HS RD WARD,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,Telugu,English,None,None
4258,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491219,NETAJI HS YERRAGUNTLA,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,Telugu,None,None,None
4259,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491220,VIJAYAVANI HS TH WARD,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
4260,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491221,ST THOMAS HS KDP ROAD,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
4261,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491222,GOWTHAM HS /A,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,Telugu,English,None,None
4262,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491224,SIDDHARTHA HS MAHESWARA NAGAR,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,Telugu,English,None,None
4263,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491225,ZPHS STATION YERRAGUNTLA,Urban,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
4264,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491226,PRAGATI PS RJ PURAM,Urban,Primary,Pvt.Unaided,Co-education,1,5,Telugu,English,None,None
4265,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491230,SRI SAI CHARAN HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
4266,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491231,KRISHNA CHAITHANYA HIGH SCHOOL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,Telugu,English,None,None
4267,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491232,SRI BALAJI VIDHYA VIHAR,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
4268,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491209,SIDHARTHA PRIMARY SCHOOL YGL,Urban,Primary,Pvt.Unaided,Co-education,1,5,Telugu,English,None,None
4269,2820,KADAPA,282024,YERRAGUNTLA,YERRAGUNTLA,28202491210,MPPS 2ND WARD YERRAGUNTLA,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4270,2820,KADAPA,282025,KAMALAPURAM,KOKATAM,28202500101,MPPS KOKATAM HW,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4271,2820,KADAPA,282025,KAMALAPURAM,KOKATAM,28202500102,MPPS KANCHANNA GARIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4272,2820,KADAPA,282025,KAMALAPURAM,KOKATAM,28202500103,MPPS CHINNAPUREDDYPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4273,2820,KADAPA,282025,KAMALAPURAM,KOKATAM,28202500104,MPPS KOKATAM URDU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Urdu,None,None,None
4274,2820,KADAPA,282025,KAMALAPURAM,KOKATAM,28202500105,MPUPS KOKATAM,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
4275,2820,KADAPA,282026,VALLUR,VALLUR,28202600217,AP MODEL SCHOOL VALLUR,Rural,Up. Pr. Secondary and Higher Sec,AP MODEL SCHOOLS,Co-education,6,12,English,None,None,None
4276,2820,KADAPA,282026,VALLUR,VALLUR,28202600218,YADALA SESHAGIRI MEMORIAL EM UP SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
4277,2820,KADAPA,282026,VALLUR,VALLUR,28202600219,SRI LAKSHMI NARASIMHA PRIMARY SCHOOL,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
4278,2820,KADAPA,282026,VALLUR,VALLUR,28202600201,MPPS VALLUR MAIN,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4279,2820,KADAPA,282026,VALLUR,VALLUR,28202600202,MPPS VALLUR (H/W),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4280,2820,KADAPA,282026,VALLUR,VALLUR,28202600203,MPPS VALLUR URDU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Urdu,None,None,None
4281,2820,KADAPA,282026,VALLUR,VALLUR,28202600205,MPPS GANGAYAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4282,2820,KADAPA,282026,VALLUR,VALLUR,28202600207,MPPS LINGAYAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4283,2820,KADAPA,282026,VALLUR,VALLUR,28202600208,MPPS VALLUR MW,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4284,2820,KADAPA,282026,VALLUR,VALLUR,28202600209,MPPS BALUGARIPALLI (HW),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4285,2820,KADAPA,282026,VALLUR,VALLUR,28202600210,MPPS GANESH PURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4286,2820,KADAPA,282026,VALLUR,VALLUR,28202600212,MPPS C KOTHA PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4287,2820,KADAPA,282026,VALLUR,VALLUR,28202600213,ZPHS VALLUR,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
4288,2820,KADAPA,282026,VALLUR,VALLUR,28202600214,ZPHS GANGAYAPALLI,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
4289,2820,KADAPA,282027,CHENNUR,KOKKARAYAPALLE,28202700201,MPPS KOKKARAYAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4290,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700301,MPPS TELUGU MAIN CHENNUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4291,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700302,MPPS V TH WARD,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4292,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700303,MPPS SOCIALWELFARE SCHOOL,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4293,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700304,MPPS THURPU HARIJAWADA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4294,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700305,MPPS URDU MAIN,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Urdu,None,None,None
4295,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700306,MPPS BESTA COLONY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4296,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700308,MPPS NEW GANDHI NAGAR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4297,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700309,MPPS K O R COLONY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4298,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700310,RR PS MATTAVARI STREET,Rural,Primary,Pvt.Unaided,Co-education,1,5,Telugu,English,None,None
4299,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700312,MPPS II WARD URDU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Urdu,None,None,None
4300,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700313,MPPS VANAM VEEDHI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4301,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700314,MPPS ADI ANDHRA CHENNUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4302,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700315,MPUPS VII TH WARD URDU,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Urdu,None,None,None
4303,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700318,RR HS MATTAVARI STREET,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,Telugu,English,None,None
4304,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700320,ST. PAUL E.M. U.P. SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
4305,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700324,CHINMAYA PATASALA,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
4306,2820,KADAPA,282027,CHENNUR,CHENNUR,28202700326,SRI SARASWATHI SISHU MANDHIRAM CHENNUR,Rural,Primary,Pvt.Unaided,Co-education,1,5,Telugu,English,None,None
4307,2820,KADAPA,282028,ATLUR,VEMALUR,28202801001,MPPS VEMALUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4308,2820,KADAPA,282028,ATLUR,UPPATUR,28202802101,MPPS UPPUTUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4309,2820,KADAPA,282029,VONTIMITTA,PENNAPERURU,28202900301,MPPS DAVANTHARAM PALLY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4310,2820,KADAPA,282029,VONTIMITTA,PENNAPERURU,28202900303,MPPS THAPPETAVARI PALLY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4311,2820,KADAPA,282029,VONTIMITTA,PENNAPERURU,28202900304,MPUPS PENNA PERURU,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
4312,2820,KADAPA,282029,VONTIMITTA,KONARAJUPALLE,28202901901,MPPS KONARAJU PALLY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
4313,2820,KADAPA,282031,CUDDAPAH,CUDDAPAH (M),28203190457,LF PS A P H B COLONY,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
4314,2820,KADAPA,282031,CUDDAPAH,CUDDAPAH (M),28203190458,THE CUDDAPAH PRIMARY SCHOOL (EM)CO OPERATIVE COLONY,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
4315,2820,KADAPA,282031,CUDDAPAH,CUDDAPAH (M),28203190461,BALAVIKASPS YMK PALLE,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
4316,2820,KADAPA,282031,CUDDAPAH,CUDDAPAH (M),28203190464,PARAMESWARA PS RR PALLE,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
4317,2820,KADAPA,282031,CUDDAPAH,CUDDAPAH (M),28203190465,ST JOSEPHS PS MARIYAPURAM,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
4318,2820,KADAPA,282031,CUDDAPAH,CUDDAPAH (M),28203190470,JANAPATI VIDYA NIKETHN PS,Urban,Primary,Pvt.Unaided,Co-education,1,5,Telugu,English,None,None
4319,2820,KADAPA,282031,CUDDAPAH,CUDDAPAH (M),28203190472,MAHARISHI PS N.G.O. COL,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
